id,reporter_id,target_id,subscription_id,type,status,created_at,resolved_at,resolution,self_complaint,subscription_missing
277,982,1691,232,access_denied,resolved,2023-08-04 09:00:22+00:00,2024-02-04 04:03:54+00:00,subscriber_replaced,0,0
278,1933,110,322,subscription_inactive,escalated,2022-07-23 09:57:53+00:00,,,0,0
279,578,174,193,subscription_inactive,escalated,2021-08-11 16:09:00+00:00,,,0,0
280,1479,1960,156,access_denied,escalated,2024-09-03 08:26:57+00:00,,,0,0
281,210,170,196,access_denied,open,2024-02-10 17:57:48+00:00,,,0,0
282,704,371,154,access_denied,closed,2021-02-11 06:59:50+00:00,2022-10-10 06:00:28+00:00,subscriber_replaced,0,0
283,1488,448,203,other,resolved,2022-03-28 21:07:08+00:00,2025-04-14 17:01:14+00:00,,0,0
284,635,1875,158,other,open,2023-01-26 02:31:40+00:00,,,0,0
285,982,1652,232,billing_issue,resolved,2023-06-09 04:38:41+00:00,2024-03-31 21:41:19+00:00,,0,0
286,1691,569,161,subscription_inactive,in_progress,2023-07-10 09:48:43+00:00,,,0,0
287,93,1108,362,owner_unresponsive,resolved,2021-04-14 04:07:24+00:00,2024-05-14 23:01:35+00:00,,0,0
288,703,1601,333,fraud_suspicion,open,2022-11-28 01:57:53+00:00,,,0,0
289,432,839,351,fraud_suspicion,escalated,2023-10-08 04:18:18+00:00,,,0,0
290,1071,1339,327,other,closed,2024-05-24 01:34:59+00:00,2024-09-23 11:41:14+00:00,subscriber_replaced,0,0
291,414,561,336,other,open,2022-03-09 08:02:20+00:00,,,0,0
292,197,1969,358,access_denied,resolved,2022-12-04 16:45:46+00:00,2023-02-27 01:14:27+00:00,owner_warned,0,0
293,571,1779,237,wrong_credentials,resolved,2024-10-15 18:59:58+00:00,2024-11-03 21:05:23+00:00,subscriber_replaced,0,0
294,1015,1761,381,subscription_inactive,open,2023-12-15 05:44:04+00:00,,,0,0
295,924,924,206,billing_issue,resolved,2022-05-02 14:54:19+00:00,2024-04-25 18:36:29+00:00,,1,0
296,206,1143,128,access_denied,escalated,2024-06-10 13:07:56+00:00,,,0,0
297,1510,1018,72,owner_unresponsive,escalated,2022-12-29 12:20:34+00:00,,,0,0
298,1853,817,155,fraud_suspicion,open,2023-02-07 05:22:49+00:00,,,0,0
299,1027,1836,134,subscription_inactive,closed,2024-03-31 13:27:06+00:00,2024-04-15 22:05:54+00:00,account_banned,0,0
300,1722,1818,172,access_denied,in_progress,2023-06-11 05:47:27+00:00,,,0,0
301,595,646,326,access_denied,resolved,2024-12-04 02:34:22+00:00,2025-01-10 09:30:53+00:00,no_action,0,0
302,284,966,253,fraud_suspicion,open,2022-03-06 14:04:38+00:00,,,0,0
303,38,352,440,subscription_inactive,resolved,2022-12-28 10:29:45+00:00,2023-03-11 12:09:21+00:00,,0,1
304,1118,732,134,access_denied,resolved,2024-01-13 16:15:48+00:00,2025-02-22 01:39:00+00:00,owner_warned,0,0
305,77,481,207,billing_issue,closed,2025-04-26 11:32:45+00:00,2025-05-23 13:13:07+00:00,refunded,0,0
306,1397,930,253,billing_issue,open,2023-01-25 01:38:17+00:00,,,0,0
307,1078,1144,214,access_denied,in_progress,2024-11-08 23:22:04+00:00,,,0,0
308,1875,335,71,other,resolved,2024-03-04 08:41:43+00:00,2024-04-21 09:58:22+00:00,,0,0
309,313,1256,206,access_denied,resolved,2022-04-26 23:11:11+00:00,2023-04-01 07:23:19+00:00,,0,0
310,55,328,141,access_denied,open,2023-02-16 20:37:40+00:00,,,0,0
311,411,1706,400,fraud_suspicion,open,2023-03-26 17:19:11+00:00,,,0,0
312,1766,1257,56,other,escalated,2025-02-25 15:34:08+00:00,,,0,0
313,1257,1865,283,owner_unresponsive,resolved,2023-02-21 03:59:10+00:00,2024-08-21 15:01:31+00:00,,0,0
314,898,1742,369,wrong_credentials,escalated,2022-02-06 06:39:20+00:00,,,0,0
315,704,929,8,owner_unresponsive,open,2022-03-27 04:04:40+00:00,,,0,0
316,1942,1009,370,billing_issue,escalated,2023-01-20 06:45:56+00:00,,,0,0
317,670,1447,389,billing_issue,resolved,2022-05-16 04:22:45+00:00,2022-08-22 19:24:01+00:00,,0,0
318,1273,212,140,owner_unresponsive,escalated,2021-02-28 16:33:58+00:00,,,0,0
319,1375,34,257,access_denied,open,2021-09-18 06:57:47+00:00,,,0,0
320,1559,918,13,fraud_suspicion,open,2024-09-25 21:28:15+00:00,,,0,0
321,1825,551,97,subscription_inactive,resolved,2023-04-15 01:44:38+00:00,2023-11-06 04:30:18+00:00,,0,0
322,850,1570,336,fraud_suspicion,resolved,2021-05-15 10:11:48+00:00,2022-04-01 05:53:55+00:00,,0,0
323,1886,253,246,access_denied,resolved,2023-04-11 23:21:37+00:00,2023-07-27 19:58:09+00:00,subscriber_replaced,0,0
324,1118,1527,134,fraud_suspicion,resolved,2022-11-10 03:01:40+00:00,2024-10-26 23:31:57+00:00,subscriber_replaced,0,0
325,1940,415,372,access_denied,in_progress,2023-05-04 04:11:59+00:00,,,0,0
326,1595,90,269,owner_unresponsive,resolved,2023-06-27 04:31:38+00:00,2024-01-28 09:41:11+00:00,,0,0
327,684,1009,345,fraud_suspicion,open,2024-01-26 14:58:28+00:00,,,0,0
328,1072,1072,56,fraud_suspicion,open,2023-08-17 17:45:22+00:00,,,1,0
329,1512,1217,108,wrong_credentials,open,2023-04-01 21:23:36+00:00,,,0,0
330,1231,1279,327,fraud_suspicion,open,2021-01-17 09:48:18+00:00,,,0,0
331,580,1523,191,subscription_inactive,in_progress,2024-02-25 15:58:20+00:00,,,0,0
332,1512,788,108,billing_issue,resolved,2024-07-01 10:54:22+00:00,2024-07-08 20:46:17+00:00,,0,0
333,1134,1134,103,other,open,2023-06-10 12:35:03+00:00,,,1,0
334,1665,1270,369,access_denied,open,2022-04-13 19:07:08+00:00,,,0,0
335,1290,1352,48,access_denied,resolved,2021-09-23 15:45:38+00:00,2025-04-24 19:04:14+00:00,no_action,0,0
336,636,944,287,billing_issue,resolved,2021-10-27 00:43:50+00:00,2022-11-10 11:14:46+00:00,refunded,0,0
337,1734,286,193,access_denied,escalated,2022-12-23 11:52:59+00:00,,,0,0
338,793,1276,382,billing_issue,resolved,2023-03-16 13:55:33+00:00,2025-03-25 09:37:58+00:00,subscriber_replaced,0,0
339,1533,1205,324,access_denied,open,2023-06-27 07:09:03+00:00,,,0,0
340,618,1374,66,access_denied,resolved,2021-03-04 04:36:35+00:00,2023-01-10 06:42:05+00:00,account_banned,0,0
341,1678,1778,433,owner_unresponsive,resolved,2023-02-05 00:18:01+00:00,2023-08-24 04:59:49+00:00,,0,1
342,1203,1931,145,access_denied,resolved,2024-12-25 11:43:36+00:00,2025-03-14 02:08:05+00:00,,0,0
343,79,139,379,subscription_inactive,open,2021-10-16 09:53:24+00:00,,,0,0
344,1316,211,18,fraud_suspicion,closed,2024-04-11 12:22:08+00:00,2024-11-14 16:57:34+00:00,refunded,0,0
345,1201,819,344,owner_unresponsive,resolved,2024-03-04 11:29:58+00:00,2025-02-18 19:12:09+00:00,account_banned,0,0
346,1417,1579,194,billing_issue,resolved,2022-01-02 06:55:10+00:00,2022-10-11 11:35:05+00:00,no_action,0,0
347,830,303,57,billing_issue,escalated,2024-02-12 18:37:13+00:00,,,0,0
348,1644,1615,240,subscription_inactive,closed,2021-09-23 07:18:42+00:00,2024-01-02 01:05:44+00:00,owner_warned,0,0
349,1256,795,474,fraud_suspicion,resolved,2025-03-04 09:15:13+00:00,2025-03-15 01:55:22+00:00,,0,1
350,849,1846,324,billing_issue,resolved,2023-02-07 13:27:06+00:00,2024-05-21 02:09:39+00:00,subscriber_replaced,0,0
351,1045,1045,353,subscription_inactive,in_progress,2021-12-05 01:26:04+00:00,,,1,0
352,1222,1971,40,access_denied,resolved,2021-12-30 02:50:08+00:00,2023-01-10 00:22:34+00:00,owner_warned,0,0
353,1457,829,385,access_denied,open,2022-04-14 05:12:25+00:00,,,0,0
354,529,1998,206,fraud_suspicion,escalated,2021-10-08 12:32:57+00:00,,,0,0
355,339,1026,5,subscription_inactive,escalated,2023-02-17 05:48:26+00:00,,,0,0
356,656,1001,271,fraud_suspicion,resolved,2024-03-10 06:13:58+00:00,2025-05-20 15:09:42+00:00,owner_warned,0,0
357,1194,484,296,wrong_credentials,in_progress,2021-10-09 00:30:54+00:00,,,0,0
358,174,1911,18,access_denied,closed,2022-10-30 05:36:19+00:00,2022-11-12 18:19:53+00:00,no_action,0,0
359,882,22,4,other,open,2025-04-12 11:27:04+00:00,,,0,0
360,1085,912,352,other,closed,2022-11-20 08:54:11+00:00,2023-08-26 22:27:56+00:00,no_action,0,0
361,1045,1539,353,access_denied,in_progress,2022-06-16 20:22:01+00:00,,,0,0
362,469,1267,206,wrong_credentials,resolved,2022-05-12 22:48:21+00:00,2025-04-29 14:54:13+00:00,,0,0
363,1639,1231,450,billing_issue,open,2024-03-08 06:27:27+00:00,,,0,1
364,708,1904,6,other,open,2023-02-22 02:30:30+00:00,,,0,0
365,1008,1951,93,fraud_suspicion,resolved,2024-06-24 13:48:56+00:00,2024-12-30 01:24:15+00:00,subscriber_replaced,0,0
366,1733,1146,29,other,resolved,2023-04-02 00:40:39+00:00,2023-07-10 06:25:57+00:00,,0,0
367,471,1251,49,owner_unresponsive,closed,2021-08-11 23:46:04+00:00,2022-01-21 01:41:00+00:00,,0,0
368,1406,756,381,billing_issue,in_progress,2021-07-30 08:52:50+00:00,,,0,0
369,527,456,391,access_denied,open,2024-07-24 08:38:35+00:00,,,0,0
370,554,72,53,fraud_suspicion,closed,2022-10-06 01:25:28+00:00,2022-12-13 20:49:14+00:00,,0,0
371,947,1667,199,billing_issue,resolved,2024-10-02 11:21:22+00:00,2025-03-08 22:55:02+00:00,owner_warned,0,0
372,1618,387,385,other,open,2022-08-30 05:50:04+00:00,,,0,0
373,1940,438,372,fraud_suspicion,in_progress,2022-02-05 20:23:18+00:00,,,0,0
374,1973,51,48,access_denied,in_progress,2024-12-15 07:29:02+00:00,,,0,0
375,849,767,324,billing_issue,resolved,2022-03-21 02:28:11+00:00,2023-08-02 12:01:06+00:00,,0,0
376,1245,1687,188,owner_unresponsive,in_progress,2021-02-09 00:32:47+00:00,,,0,0
377,1426,1373,165,access_denied,in_progress,2022-06-18 17:13:09+00:00,,,0,0
378,1072,1039,56,owner_unresponsive,resolved,2022-04-03 15:05:02+00:00,2024-07-17 05:34:30+00:00,,0,0
379,741,1696,17,owner_unresponsive,resolved,2022-11-21 13:24:03+00:00,2024-10-11 06:19:24+00:00,account_banned,0,0
380,344,1031,355,wrong_credentials,in_progress,2025-01-29 22:42:47+00:00,,,0,0
381,1538,1591,223,subscription_inactive,in_progress,2022-04-20 22:45:59+00:00,,,0,0
382,1242,357,262,other,open,2025-02-10 11:32:06+00:00,,,0,0
383,912,1542,239,access_denied,closed,2021-06-13 18:52:36+00:00,2022-02-27 12:52:57+00:00,,0,0
384,1262,998,118,fraud_suspicion,resolved,2021-10-22 18:33:13+00:00,2023-01-16 20:10:06+00:00,subscriber_replaced,0,0
385,1406,1744,381,wrong_credentials,open,2024-10-06 05:13:42+00:00,,,0,0
386,551,883,289,access_denied,in_progress,2021-03-18 08:41:36+00:00,,,0,0
387,1458,1399,247,wrong_credentials,closed,2024-02-06 07:39:30+00:00,2025-03-03 22:50:48+00:00,,0,0
388,1696,1714,336,access_denied,resolved,2024-06-03 23:59:40+00:00,2024-11-02 19:25:33+00:00,subscriber_replaced,0,0
389,238,54,365,owner_unresponsive,escalated,2023-03-23 19:40:58+00:00,,,0,0
390,51,1527,228,billing_issue,open,2021-05-26 10:34:36+00:00,,,0,0
391,1981,722,100,subscription_inactive,open,2022-01-30 06:20:47+00:00,,,0,0
392,819,1047,294,wrong_credentials,resolved,2021-12-18 09:10:11+00:00,2025-04-24 18:05:26+00:00,account_banned,0,0
393,497,1888,170,access_denied,resolved,2023-03-21 16:19:46+00:00,2024-07-15 08:34:40+00:00,,0,0
394,286,1228,396,wrong_credentials,resolved,2023-03-16 22:22:16+00:00,2023-05-11 18:26:47+00:00,no_action,0,0
395,199,1544,358,billing_issue,resolved,2024-09-08 09:54:12+00:00,2025-03-03 03:08:38+00:00,subscriber_replaced,0,0
396,880,1824,227,access_denied,closed,2021-01-04 17:28:05+00:00,2021-11-13 23:44:14+00:00,no_action,0,0
397,1302,594,352,access_denied,resolved,2025-03-27 19:35:05+00:00,2025-04-03 19:51:22+00:00,owner_warned,0,0
398,65,1169,192,billing_issue,open,2021-12-27 03:33:04+00:00,,,0,0
399,259,630,97,access_denied,open,2023-01-25 02:18:00+00:00,,,0,0
400,385,680,215,owner_unresponsive,open,2024-12-17 15:18:33+00:00,,,0,0
401,702,1620,166,wrong_credentials,open,2021-06-17 09:57:38+00:00,,,0,0
402,1787,1503,266,access_denied,in_progress,2025-02-22 13:43:23+00:00,,,0,0
403,168,462,34,subscription_inactive,open,2021-05-13 13:49:55+00:00,,,0,0
404,1834,1547,348,owner_unresponsive,escalated,2024-01-27 00:14:41+00:00,,,0,0
405,317,287,164,other,resolved,2022-06-16 11:43:03+00:00,2023-12-16 17:18:06+00:00,owner_warned,0,0
406,993,1391,75,owner_unresponsive,escalated,2023-06-28 08:17:36+00:00,,,0,0
407,542,785,295,access_denied,in_progress,2021-05-03 12:45:08+00:00,,,0,0
408,60,161,289,subscription_inactive,escalated,2022-04-05 08:32:32+00:00,,,0,0
409,1452,1444,177,access_denied,resolved,2023-09-15 03:43:04+00:00,2024-06-28 07:06:35+00:00,,0,0
410,927,1819,195,access_denied,escalated,2023-01-10 17:37:07+00:00,,,0,0
411,1114,646,29,access_denied,closed,2022-11-08 22:19:39+00:00,2024-09-19 21:39:28+00:00,,0,0
412,221,1265,314,billing_issue,open,2021-09-09 20:52:52+00:00,,,0,0
413,132,1663,34,owner_unresponsive,escalated,2021-10-22 02:32:03+00:00,,,0,0
414,49,49,217,subscription_inactive,open,2024-11-28 17:50:47+00:00,,,1,0
415,294,1605,303,owner_unresponsive,in_progress,2021-05-16 05:52:50+00:00,,,0,0
416,1649,723,126,fraud_suspicion,open,2023-07-25 21:34:32+00:00,,,0,0
417,1346,343,9,access_denied,escalated,2021-08-31 19:41:10+00:00,,,0,0
418,1073,1461,351,subscription_inactive,resolved,2022-03-05 21:53:57+00:00,2024-08-14 13:35:14+00:00,refunded,0,0
419,1431,1926,280,owner_unresponsive,resolved,2025-01-27 10:46:23+00:00,2025-03-12 02:03:26+00:00,no_action,0,0
420,812,841,358,access_denied,closed,2023-01-12 00:13:29+00:00,2023-10-28 21:13:48+00:00,subscriber_replaced,0,0
421,1817,901,393,subscription_inactive,open,2022-08-03 19:57:44+00:00,,,0,0
422,368,714,382,other,escalated,2022-01-05 09:02:07+00:00,,,0,0
423,487,1669,166,other,escalated,2025-03-07 02:43:50+00:00,,,0,0
424,775,1112,264,access_denied,resolved,2023-05-16 00:07:05+00:00,2025-02-24 07:41:07+00:00,owner_warned,0,0
425,1186,1900,266,billing_issue,escalated,2024-09-22 23:41:53+00:00,,,0,0
426,146,28,206,subscription_inactive,closed,2024-09-21 10:10:31+00:00,2025-01-23 23:23:31+00:00,,0,0
427,308,400,384,fraud_suspicion,resolved,2022-03-01 23:04:54+00:00,2024-01-13 14:31:46+00:00,refunded,0,0
428,399,493,194,owner_unresponsive,closed,2021-11-15 06:38:40+00:00,2024-05-27 07:19:23+00:00,subscriber_replaced,0,0
429,630,600,352,billing_issue,open,2021-11-14 12:08:02+00:00,,,0,0
430,893,498,183,access_denied,resolved,2024-05-24 12:07:18+00:00,2024-06-23 20:04:44+00:00,,0,0
431,67,967,15,fraud_suspicion,open,2022-11-30 05:15:05+00:00,,,0,0
432,1032,651,278,billing_issue,resolved,2021-03-23 19:45:23+00:00,2022-06-27 21:55:00+00:00,account_banned,0,0
433,976,157,167,fraud_suspicion,open,2025-03-27 07:03:42+00:00,,,0,0
434,718,1796,110,access_denied,resolved,2023-05-03 06:51:28+00:00,2025-04-13 04:57:05+00:00,subscriber_replaced,0,0
435,964,286,277,fraud_suspicion,closed,2021-07-17 07:43:46+00:00,2023-04-15 01:25:57+00:00,subscriber_replaced,0,0
436,858,476,359,other,resolved,2021-05-26 10:01:15+00:00,2023-08-04 11:08:19+00:00,owner_warned,0,0
437,1086,216,161,access_denied,in_progress,2023-08-10 18:33:48+00:00,,,0,0
438,228,775,131,subscription_inactive,open,2022-07-27 02:04:06+00:00,,,0,0
439,1155,966,256,access_denied,in_progress,2024-12-23 06:50:30+00:00,,,0,0
440,543,1457,276,owner_unresponsive,escalated,2022-01-06 18:31:45+00:00,,,0,0
441,1479,67,397,wrong_credentials,open,2021-08-18 17:15:14+00:00,,,0,0
442,1301,323,385,wrong_credentials,open,2025-04-06 12:18:57+00:00,,,0,0
443,575,1299,16,owner_unresponsive,closed,2024-01-19 02:19:23+00:00,2024-04-22 00:42:02+00:00,owner_warned,0,0
444,568,965,174,wrong_credentials,escalated,2022-09-06 05:34:44+00:00,,,0,0
445,447,802,45,access_denied,open,2025-02-24 01:32:04+00:00,,,0,0
446,673,616,247,other,open,2022-04-07 18:19:46+00:00,,,0,0
447,1653,11,236,wrong_credentials,open,2022-03-23 16:30:14+00:00,,,0,0
448,1481,817,396,owner_unresponsive,closed,2024-02-11 23:32:47+00:00,2024-11-14 04:00:15+00:00,refunded,0,0
449,1160,1352,379,access_denied,resolved,2023-07-03 04:34:43+00:00,2023-12-26 15:21:07+00:00,no_action,0,0
450,221,1630,359,access_denied,in_progress,2022-03-30 18:13:36+00:00,,,0,0
451,1015,933,191,access_denied,in_progress,2022-09-07 20:48:21+00:00,,,0,0
452,18,1209,47,subscription_inactive,in_progress,2023-10-01 22:18:11+00:00,,,0,0
453,1983,841,38,access_denied,escalated,2023-11-15 18:31:23+00:00,,,0,0
454,398,1513,347,other,in_progress,2022-03-31 17:26:08+00:00,,,0,0
455,1533,288,324,wrong_credentials,in_progress,2021-07-16 15:25:24+00:00,,,0,0
456,987,623,366,access_denied,resolved,2022-06-05 01:32:54+00:00,2024-02-19 14:02:32+00:00,subscriber_replaced,0,0
457,751,619,269,wrong_credentials,open,2023-02-15 09:33:49+00:00,,,0,0
458,1733,482,29,other,open,2021-08-12 15:09:07+00:00,,,0,0
459,1221,1351,185,other,resolved,2021-08-23 02:22:57+00:00,2022-06-08 23:21:51+00:00,refunded,0,0
460,1818,443,299,owner_unresponsive,resolved,2022-03-27 21:33:54+00:00,2022-06-06 11:59:55+00:00,,0,0
461,1557,1626,109,subscription_inactive,in_progress,2022-12-06 13:33:12+00:00,,,0,0
462,1073,1701,351,access_denied,in_progress,2021-06-18 04:31:02+00:00,,,0,0
463,751,1180,269,access_denied,open,2021-12-16 02:25:41+00:00,,,0,0
464,11,1349,277,fraud_suspicion,resolved,2021-09-26 23:30:01+00:00,2024-11-10 03:12:16+00:00,account_banned,0,0
465,115,1182,291,owner_unresponsive,escalated,2023-09-29 19:38:05+00:00,,,0,0
466,1402,870,28,other,open,2023-10-22 13:25:53+00:00,,,0,0
467,1046,184,31,subscription_inactive,resolved,2021-11-12 20:12:19+00:00,2022-01-07 23:08:07+00:00,,0,0
468,1912,1045,260,owner_unresponsive,in_progress,2024-01-20 13:41:50+00:00,,,0,0
469,1548,1076,358,billing_issue,closed,2024-02-15 09:25:06+00:00,2025-02-06 23:30:04+00:00,owner_warned,0,0
470,1431,431,280,billing_issue,open,2023-02-03 19:21:20+00:00,,,0,0
471,1307,767,290,access_denied,closed,2024-12-30 09:05:33+00:00,2025-04-15 13:55:01+00:00,no_action,0,0
472,1,230,400,wrong_credentials,resolved,2025-03-03 15:04:17+00:00,2025-05-16 00:34:46+00:00,account_banned,0,0
473,1406,1729,381,access_denied,resolved,2021-08-23 07:25:54+00:00,2022-12-07 00:05:53+00:00,,0,0
474,1347,1932,25,fraud_suspicion,resolved,2024-03-04 00:57:39+00:00,2024-03-29 22:51:24+00:00,,0,0
475,1017,796,87,owner_unresponsive,escalated,2022-09-23 16:32:30+00:00,,,0,0
476,640,512,158,owner_unresponsive,resolved,2023-04-11 08:21:21+00:00,2024-03-04 15:16:08+00:00,account_banned,0,0
477,1231,1378,327,owner_unresponsive,escalated,2023-02-08 13:23:29+00:00,,,0,0
478,99,1731,177,access_denied,in_progress,2022-10-17 13:48:45+00:00,,,0,0
479,525,893,315,other,in_progress,2023-11-22 21:04:30+00:00,,,0,0
480,404,1673,25,billing_issue,resolved,2021-04-12 21:25:22+00:00,2021-03-26 21:25:22+00:00,,0,0
481,1301,1644,385,access_denied,resolved,2021-10-08 04:30:45+00:00,2022-07-14 14:24:02+00:00,owner_warned,0,0
482,523,159,372,access_denied,closed,2022-02-13 02:19:16+00:00,2024-01-14 18:49:32+00:00,,0,0
483,360,569,268,billing_issue,open,2021-04-07 06:29:26+00:00,,,0,0
484,327,1403,289,wrong_credentials,in_progress,2021-08-29 10:38:01+00:00,,,0,0
485,411,412,400,wrong_credentials,resolved,2021-08-26 07:38:33+00:00,2024-02-24 17:37:50+00:00,account_banned,0,0
486,728,1335,232,other,in_progress,2024-04-28 18:16:49+00:00,,,0,0
487,1882,1023,278,billing_issue,escalated,2023-05-22 14:24:22+00:00,,,0,0
488,618,1825,66,wrong_credentials,in_progress,2024-08-13 08:03:57+00:00,,,0,0
489,1660,1288,210,wrong_credentials,open,2024-09-03 06:38:10+00:00,,,0,0
490,1629,1577,358,other,closed,2022-10-31 13:02:51+00:00,2023-08-05 00:42:12+00:00,account_banned,0,0
491,230,798,237,owner_unresponsive,resolved,2021-04-13 05:46:39+00:00,2025-01-04 13:53:40+00:00,no_action,0,0
492,513,450,275,access_denied,in_progress,2024-07-08 12:48:12+00:00,,,0,0
493,1728,1108,342,other,in_progress,2022-03-01 15:24:46+00:00,,,0,0
494,173,1773,64,subscription_inactive,open,2023-12-12 07:24:45+00:00,,,0,0
495,1010,1174,319,other,escalated,2024-08-04 09:16:42+00:00,,,0,0
496,590,522,168,access_denied,in_progress,2022-08-04 19:19:53+00:00,,,0,0
497,717,1586,11,access_denied,escalated,2024-01-19 11:05:06+00:00,,,0,0
498,742,601,157,access_denied,open,2021-08-13 14:44:03+00:00,,,0,0
499,1204,254,81,access_denied,resolved,2021-02-16 12:52:04+00:00,2022-08-07 01:40:31+00:00,,0,0
500,1657,1506,254,billing_issue,open,2021-06-18 02:04:54+00:00,,,0,0
501,146,212,206,wrong_credentials,in_progress,2023-07-13 18:40:56+00:00,,,0,0
502,327,1363,157,access_denied,resolved,2022-10-21 16:06:47+00:00,2025-02-14 21:59:41+00:00,subscriber_replaced,0,0
503,1399,1862,236,other,open,2022-04-12 09:06:47+00:00,,,0,0
504,1604,56,228,fraud_suspicion,escalated,2022-12-13 09:07:09+00:00,,,0,0
505,879,242,126,access_denied,resolved,2023-10-03 10:15:18+00:00,2024-05-26 05:38:47+00:00,owner_warned,0,0
506,815,1474,108,wrong_credentials,resolved,2022-02-08 00:33:54+00:00,2022-02-20 16:04:39+00:00,refunded,0,0
507,1918,1538,226,owner_unresponsive,resolved,2024-05-05 16:29:31+00:00,2024-09-29 05:04:38+00:00,,0,0
508,965,1857,354,wrong_credentials,resolved,2022-03-08 05:46:29+00:00,2023-12-08 18:14:48+00:00,,0,0
509,1336,1348,248,access_denied,closed,2023-06-07 16:02:24+00:00,2024-03-21 18:35:17+00:00,refunded,0,0
510,1942,154,370,wrong_credentials,escalated,2021-04-12 07:43:35+00:00,,,0,0
511,1890,1033,157,subscription_inactive,escalated,2023-10-13 01:32:49+00:00,,,0,0
512,1533,54,324,billing_issue,in_progress,2021-07-14 18:53:14+00:00,,,0,0
513,1336,60,248,fraud_suspicion,open,2025-05-08 06:56:26+00:00,,,0,0
514,157,826,78,fraud_suspicion,resolved,2022-12-29 13:22:57+00:00,2023-01-20 04:52:13+00:00,,0,0
515,702,1567,166,billing_issue,open,2023-09-29 23:16:47+00:00,,,0,0
516,1181,1559,37,billing_issue,resolved,2021-09-07 18:28:05+00:00,2024-09-24 19:11:34+00:00,owner_warned,0,0
517,472,1901,53,owner_unresponsive,escalated,2024-03-26 01:31:46+00:00,,,0,0
518,591,1006,395,owner_unresponsive,closed,2023-12-18 07:27:09+00:00,2024-11-14 02:07:13+00:00,,0,0
519,1307,797,290,other,closed,2021-03-19 03:21:24+00:00,2025-02-28 19:40:19+00:00,,0,0
520,1520,1857,332,billing_issue,closed,2022-12-08 07:15:04+00:00,2023-05-15 23:00:24+00:00,account_banned,0,0
521,858,98,359,billing_issue,closed,2023-06-01 10:58:54+00:00,2025-02-12 14:55:37+00:00,refunded,0,0
522,1983,1016,38,other,in_progress,2021-04-26 04:04:04+00:00,,,0,0
523,1449,1470,18,wrong_credentials,open,2022-07-29 00:26:47+00:00,,,0,0
524,1574,10,342,subscription_inactive,resolved,2024-11-25 01:55:08+00:00,2025-04-16 18:38:55+00:00,no_action,0,0
525,554,1539,53,wrong_credentials,escalated,2024-12-07 22:57:28+00:00,,,0,0
526,1651,1002,238,subscription_inactive,open,2021-01-17 13:50:37+00:00,,,0,0
527,1424,85,343,wrong_credentials,resolved,2024-02-26 09:31:12+00:00,2025-04-10 11:16:49+00:00,account_banned,0,0
528,1711,186,258,wrong_credentials,open,2023-01-13 07:29:11+00:00,,,0,0
529,1053,1644,302,billing_issue,in_progress,2021-07-11 09:26:38+00:00,,,0,0
530,999,725,20,subscription_inactive,escalated,2022-02-10 11:47:48+00:00,,,0,0
531,669,893,140,fraud_suspicion,open,2021-12-26 03:58:44+00:00,,,0,0
532,695,1969,141,subscription_inactive,open,2025-03-25 16:24:48+00:00,,,0,0
533,1287,398,221,subscription_inactive,closed,2025-01-11 14:03:19+00:00,2025-02-04 10:32:24+00:00,owner_warned,0,0
534,1056,1476,264,wrong_credentials,in_progress,2024-08-17 20:57:38+00:00,,,0,0
535,65,1998,355,access_denied,open,2021-08-11 14:12:14+00:00,,,0,0
536,1052,178,184,fraud_suspicion,in_progress,2023-02-22 10:31:36+00:00,,,0,0
537,1543,1115,40,access_denied,open,2022-06-20 00:13:57+00:00,,,0,0
538,717,1036,11,access_denied,resolved,2022-12-02 18:03:59+00:00,2024-12-27 22:41:53+00:00,refunded,0,0
539,1631,1469,59,billing_issue,resolved,2023-12-10 08:13:25+00:00,2025-05-25 01:56:49+00:00,owner_warned,0,0
540,126,1472,174,subscription_inactive,open,2023-01-18 03:20:55+00:00,,,0,0
541,1258,1134,199,access_denied,resolved,2024-01-10 07:30:20+00:00,2024-02-07 09:05:46+00:00,,0,0
542,715,70,107,access_denied,escalated,2024-08-26 06:49:18+00:00,,,0,0
543,1720,1986,377,other,escalated,2023-09-12 23:52:14+00:00,,,0,0
544,1644,277,240,fraud_suspicion,open,2022-03-15 18:27:19+00:00,,,0,0
545,1077,1180,14,wrong_credentials,escalated,2024-03-16 14:05:40+00:00,,,0,0
546,790,1883,63,other,escalated,2023-04-11 21:24:05+00:00,,,0,0
547,245,245,338,subscription_inactive,open,2024-03-05 08:25:34+00:00,,,1,0
548,89,1684,146,access_denied,open,2023-09-10 08:12:00+00:00,,,0,0
549,151,1680,255,wrong_credentials,resolved,2024-09-24 22:07:56+00:00,2025-03-22 18:51:56+00:00,refunded,0,0
550,1209,184,148,subscription_inactive,open,2024-11-13 05:12:50+00:00,,,0,0
551,1654,299,205,access_denied,resolved,2021-07-04 06:53:09+00:00,2021-10-09 13:22:04+00:00,subscriber_replaced,0,0
552,1591,1095,116,access_denied,closed,2023-05-15 01:53:49+00:00,2024-05-03 02:13:56+00:00,refunded,0,0
553,927,927,195,access_denied,resolved,2025-05-04 05:31:11+00:00,2025-05-23 05:32:32+00:00,account_banned,1,0
554,460,1278,302,access_denied,in_progress,2023-04-15 05:49:44+00:00,,,0,0
