id,user_id,subscription_id,amount_cents,fee_cents,status,created_at,captured_at,currency,stripe_error_code,user_missing,is_failed
951,1967,56,527,62,refunded,,,EUR,,0,False
952,1967,56,354,36,succeeded,,2025-02-04 09:52:31+00:00,EUR,,0,False
953,1832,167,1047,65,failed,,,EUR,insufficient_funds,0,True
954,1832,167,1186,164,failed,,,EUR,processing_error,0,True
955,1832,167,1125,157,succeeded,,2025-02-10 11:33:51+00:00,EUR,,0,False
956,1832,167,238,12,failed,,,EUR,expired_card,0,True
957,1832,167,1170,117,failed,,,EUR,fraudulent,0,True
958,1832,167,741,103,failed,,,EUR,insufficient_funds,0,True
959,1497,305,549,51,failed,,,EUR,lost_card,0,True
960,1497,305,736,78,succeeded,,2025-03-21 06:03:18+00:00,EUR,,0,False
961,1497,305,825,69,canceled,,2025-04-16 12:03:18+00:00,USD,,0,False
962,1497,305,365,32,succeeded,,2025-05-16 20:03:18+00:00,EUR,,0,False
963,542,295,1172,134,succeeded,,2025-04-11 04:00:40+00:00,EUR,,0,False
964,542,295,625,72,succeeded,,2025-05-14 00:00:40+00:00,EUR,,0,False
965,177,263,348,49,failed,,,EUR,insufficient_funds,0,True
966,177,263,1047,147,failed,2022-03-11 09:29:57+00:00,,EUR,incorrect_cvc,0,True
967,177,263,1184,122,succeeded,,2022-04-17 05:29:57+00:00,EUR,,0,False
968,177,263,318,40,failed,,,EUR,do_not_honor,0,True
969,177,263,1371,116,succeeded,,2022-06-10 19:29:57+00:00,EUR,,0,False
970,177,263,542,61,succeeded,,2022-07-12 17:29:57+00:00,EUR,,0,False
971,177,263,673,100,pending,,,EUR,,0,False
972,177,263,358,48,succeeded,2022-09-07 10:29:57+00:00,2022-09-07 12:29:57+00:00,EUR,,0,False
973,93,386,462,36,pending,,,EUR,,0,False
974,93,386,1182,168,pending,,,EUR,,0,False
975,93,386,879,100,succeeded,,2023-09-13 20:28:34+00:00,USD,,0,False
976,93,386,1323,99,succeeded,,2023-10-12 21:28:34+00:00,EUR,,0,False
977,93,386,1238,95,refunded,2023-11-07 14:28:34+00:00,,EUR,,0,False
978,93,386,894,89,succeeded,,2023-12-11 12:28:34+00:00,EUR,,0,False
979,93,386,1358,190,succeeded,,2024-01-07 16:28:34+00:00,EUR,,0,False
980,93,386,1216,138,disputed,,,EUR,,0,False
981,93,386,206,30,pending,,,EUR,,0,False
982,93,386,263,21,failed,,,EUR,stolen_card,0,True
983,93,386,446,22,succeeded,,2024-05-06 05:28:34+00:00,EUR,,0,False
984,93,386,1228,86,pending,,,EUR,,0,False
985,93,386,1404,111,refunded,,,EUR,,0,False
986,93,386,504,53,succeeded,2024-08-03 14:28:34+00:00,2024-08-06 07:28:34+00:00,EUR,,0,False
987,93,386,1180,83,canceled,,,EUR,,0,False
988,93,386,977,129,succeeded,,2024-10-05 00:28:34+00:00,EUR,,0,False
989,93,386,967,84,succeeded,,2024-10-31 03:28:34+00:00,EUR,,0,False
990,93,386,1469,216,succeeded,,2024-12-06 10:28:34+00:00,EUR,,0,False
991,964,73,569,52,pending,,,EUR,,0,False
992,964,73,1091,118,failed,,,EUR,card_declined,0,True
993,964,73,421,578,succeeded,,2024-01-28 06:20:18+00:00,EUR,,0,False
994,964,73,1354,186,succeeded,2024-02-26 23:20:18+00:00,2024-02-27 09:20:18+00:00,EUR,,0,False
995,964,73,802,57,failed,,,EUR,expired_card,0,True
996,964,73,1442,160,disputed,,,EUR,,0,False
997,964,73,629,90,succeeded,,2024-05-24 21:20:18+00:00,EUR,,0,False
998,159,183,1017,100,succeeded,,2025-02-20 14:15:20+00:00,EUR,,0,False
999,159,183,471,36,pending,,,EUR,,0,False
1000,630,352,1438,115,succeeded,,2024-02-08 18:01:39+00:00,EUR,,0,False
1001,630,352,1282,81,succeeded,,2024-03-08 00:01:39+00:00,EUR,,0,False
1002,630,352,1318,134,succeeded,,2024-04-07 17:01:39+00:00,EUR,,0,False
1003,630,352,808,50,canceled,,,EUR,,0,False
1004,1677,211,1155,89,succeeded,,2024-03-07 16:02:44+00:00,EUR,,0,False
1005,1677,211,717,68,failed,,,EUR,,0,True
1006,1677,211,453,64,succeeded,,2024-05-02 07:02:44+00:00,EUR,,0,False
1007,1677,211,1425,158,failed,,,EUR,incorrect_cvc,0,True
1008,1677,211,260,15,failed,,,EUR,stolen_card,0,True
1009,1677,211,1125,150,succeeded,,2024-07-31 20:02:44+00:00,EUR,,0,False
1010,1677,211,337,34,pending,,,EUR,,0,False
1011,1677,211,1350,120,refunded,2024-09-26 05:02:44+00:00,2024-09-26 07:02:44+00:00,EUR,,0,False
1012,1677,211,1256,115,refunded,,,EUR,,0,False
1013,1677,211,750,109,succeeded,2024-11-25 05:02:44+00:00,2024-11-26 15:02:44+00:00,EUR,,0,False
1014,936,58,1307,150,succeeded,2024-05-17 05:35:17+00:00,2024-05-18 06:35:17+00:00,EUR,,0,False
1015,936,58,1406,93,refunded,,,EUR,,0,False
1016,936,58,363,39,succeeded,2024-07-17 06:35:17+00:00,2024-07-18 08:35:17+00:00,GBP,,0,False
1017,936,58,451,64,failed,,,EUR,insufficient_funds,0,True
1018,936,58,557,54,succeeded,,2024-09-18 09:35:17+00:00,EUR,,0,False
1019,936,58,1329,102,succeeded,,2024-10-14 17:35:17+00:00,EUR,,0,False
1020,936,58,945,52,succeeded,,,EUR,,0,False
1021,936,58,569,64,succeeded,,2024-12-14 01:35:17+00:00,EUR,,0,False
1022,936,58,330,20,succeeded,,2025-01-11 15:35:17+00:00,EUR,,0,False
1023,936,58,306,17,succeeded,2025-02-10 06:35:17+00:00,2025-02-13 01:35:17+00:00,EUR,,0,False
1024,936,58,883,130,failed,,,EUR,insufficient_funds,0,True
1025,936,58,1291,150,succeeded,,2025-04-12 08:35:17+00:00,EUR,,0,False
1026,936,58,1131,146,succeeded,,2025-05-12 15:35:17+00:00,EUR,,0,False
1027,1032,44,237,20,pending,,,EUR,,0,False
1028,1032,44,919,53,succeeded,,2022-04-09 12:58:00+00:00,EUR,,0,False
1029,1032,44,647,73,failed,,,EUR,card_declined,0,True
1030,1032,44,1420,182,succeeded,,2022-06-08 02:58:00+00:00,EUR,,0,False
1031,1032,44,631,38,pending,2022-07-07 08:58:00+00:00,,EUR,,0,False
1032,1032,44,586,63,succeeded,,2022-08-12 16:58:00+00:00,EUR,,0,False
1033,1032,44,491,25,succeeded,,2022-09-07 08:58:00+00:00,EUR,,0,False
1034,1032,44,1234,98,succeeded,,2022-10-12 11:58:00+00:00,EUR,,0,False
1035,1032,44,697,76,succeeded,,2022-11-10 12:58:00+00:00,EUR,,0,False
1036,1032,44,1286,182,failed,,,USD,stolen_card,0,True
1037,1032,44,1436,135,failed,,,EUR,stolen_card,0,True
1038,1032,44,1270,100,failed,,,EUR,do_not_honor,0,True
1039,1032,44,972,1075,succeeded,,2023-03-09 06:58:00+00:00,EUR,,0,False
1040,1032,44,1387,145,succeeded,2023-04-08 08:58:00+00:00,2023-04-09 02:58:00+00:00,EUR,,0,False
1041,1032,44,1398,197,refunded,,,EUR,,0,False
1042,1032,44,543,29,succeeded,,2023-06-05 18:58:00+00:00,EUR,,0,False
1043,1032,44,1308,150,succeeded,,2023-07-04 10:58:00+00:00,EUR,,0,False
1044,1221,185,1490,112,succeeded,,2023-07-26 21:12:49+00:00,EUR,,0,False
1045,1221,185,1200,143,canceled,,,EUR,,0,False
1046,1221,185,594,832,succeeded,,2023-09-23 15:12:49+00:00,USD,,0,False
1047,239,155,1208,96,disputed,,,EUR,,0,False
1048,1664,344,681,40,failed,,,USD,processing_error,0,True
1049,1664,344,278,24,failed,,,EUR,expired_card,0,True
1050,1664,344,723,44,succeeded,,2023-12-08 04:35:38+00:00,EUR,,0,False
1051,1664,344,1291,157,refunded,,,EUR,,0,False
1052,1664,344,1304,147,pending,,,EUR,,0,False
1053,1664,344,855,96,failed,,,EUR,stolen_card,0,True
1054,1664,344,1465,178,refunded,,,EUR,,0,False
1055,1664,344,288,29,succeeded,,2024-05-04 00:35:38+00:00,USD,,0,False
1056,1664,344,266,13,failed,,,EUR,incorrect_cvc,0,True
1057,1664,344,1089,142,pending,2024-07-05 19:35:38+00:00,,EUR,,0,False
1058,1403,23,1499,105,refunded,,,EUR,,0,False
1059,1403,23,259,27,succeeded,2025-02-28 06:31:16+00:00,2025-03-01 18:31:16+00:00,EUR,,0,False
1060,1403,23,1079,148,failed,,,EUR,,0,True
1061,1403,23,852,100,succeeded,,2025-04-26 22:31:16+00:00,EUR,,0,False
1062,1403,23,1287,180,succeeded,2025-05-24 07:31:16+00:00,2025-05-26 19:31:16+00:00,GBP,,0,False
1063,592,268,1124,1369,failed,,2025-03-25 13:40:15+00:00,EUR,fraudulent,0,True
1064,592,268,406,32,disputed,,,EUR,,0,False
1065,592,268,850,81,succeeded,,2025-05-25 09:40:15+00:00,EUR,,0,False
1066,322,341,965,56,refunded,,,EUR,,0,False
1067,322,341,234,32,succeeded,,2022-09-30 10:35:49+00:00,EUR,,0,False
1068,322,341,978,120,failed,,,EUR,processing_error,0,True
1069,322,341,354,42,failed,,,EUR,incorrect_cvc,0,True
1070,322,341,1234,157,succeeded,,2023-01-04 19:35:49+00:00,EUR,,0,False
1071,322,341,579,60,succeeded,,2023-02-03 14:35:49+00:00,EUR,,0,False
1072,322,341,254,37,failed,,,EUR,lost_card,0,True
1073,322,341,1034,77,failed,,,EUR,lost_card,0,True
1074,1040,162,803,112,failed,,,EUR,insufficient_funds,0,True
1075,1040,162,694,36,pending,,,EUR,,0,False
1076,1040,162,249,27,failed,,,EUR,card_declined,0,True
1077,1040,162,839,71,succeeded,2024-11-19 14:26:09+00:00,2024-11-20 11:26:09+00:00,EUR,,0,False
1078,1040,162,396,24,succeeded,2024-12-16 14:26:09+00:00,2024-12-19 15:26:09+00:00,EUR,,0,False
1079,1040,162,1105,162,succeeded,,2025-01-22 01:26:09+00:00,EUR,,0,False
1080,1040,162,1021,103,disputed,,,EUR,,0,False
1081,1040,162,494,55,succeeded,2025-03-16 14:26:09+00:00,2025-03-18 01:26:09+00:00,EUR,,0,False
1082,751,269,1100,83,refunded,,,EUR,,0,False
1089,308,384,716,36,failed,,,EUR,lost_card,0,True
1090,308,384,1024,77,succeeded,,2024-08-08 10:38:01+00:00,EUR,,0,False
1091,308,384,859,53,succeeded,,2024-09-05 01:38:01+00:00,EUR,,0,False
1092,308,384,1047,1099,succeeded,,2024-10-04 07:38:01+00:00,EUR,,0,False
1093,308,384,200,10,failed,,,EUR,fraudulent,0,True
1094,308,384,1484,97,pending,2024-12-05 07:38:01+00:00,,EUR,,0,False
1095,308,384,548,78,succeeded,,2025-01-06 20:38:01+00:00,EUR,,0,False
1096,308,384,1384,206,succeeded,,2025-02-02 09:38:01+00:00,EUR,,0,False
1097,308,384,1417,114,succeeded,,2025-03-05 04:38:01+00:00,EUR,,0,False
1098,987,132,1307,129,failed,,,EUR,card_declined,0,True
1099,987,132,670,96,pending,,,EUR,,0,False
1100,987,132,641,73,succeeded,,2025-02-27 09:45:10+00:00,EUR,,0,False
1101,987,132,237,28,succeeded,,2025-04-01 01:45:10+00:00,EUR,,0,False
1102,987,132,1448,115,disputed,,,EUR,,0,False
1103,987,132,396,30,failed,,,EUR,card_declined,0,True
1104,1489,94,1256,100,succeeded,,2024-12-06 23:20:31+00:00,EUR,,0,False
1105,1489,94,1014,85,failed,,,USD,insufficient_funds,0,True
1106,1489,94,246,21,failed,,,GBP,processing_error,0,True
1107,1489,94,500,57,succeeded,,2025-03-05 07:20:31+00:00,EUR,,0,False
1108,1489,94,1320,101,pending,,,EUR,,0,False
1109,1489,94,978,132,refunded,2025-05-01 10:20:31+00:00,,EUR,,0,False
1110,1983,38,281,25,failed,2020-08-31 13:52:58+00:00,,EUR,processing_error,0,True
1111,1983,38,1168,138,refunded,,,EUR,,0,False
1112,1983,38,882,82,failed,,,EUR,card_declined,0,True
1113,1983,38,1055,79,failed,2020-12-04 13:52:58+00:00,,EUR,card_declined,0,True
1114,1983,38,475,25,succeeded,,,EUR,,0,False
1115,1983,38,1337,170,refunded,,,EUR,,0,False
1116,1983,38,1341,110,failed,,,EUR,fraudulent,0,True
1117,1983,38,1020,82,failed,,,EUR,,0,True
1118,1983,38,742,62,succeeded,,2021-05-02 03:52:58+00:00,EUR,,0,False
1119,1983,38,212,16,succeeded,,2021-06-01 06:52:58+00:00,EUR,,0,False
1120,1983,38,885,101,failed,,,EUR,card_declined,0,True
1121,1983,38,1463,124,succeeded,,2021-08-03 11:52:58+00:00,EUR,,0,False
1122,790,63,1458,140,succeeded,,2024-04-23 10:48:54+00:00,EUR,card_declined,0,False
1123,790,63,1143,90,failed,,,EUR,lost_card,0,True
1124,790,63,517,48,succeeded,,2024-06-23 03:48:54+00:00,EUR,,0,False
1125,790,63,1182,105,succeeded,,2024-07-25 19:48:54+00:00,EUR,,0,False
1126,790,63,1140,100,failed,,,EUR,lost_card,0,True
1127,239,223,337,47,succeeded,,2024-11-25 11:41:31+00:00,EUR,,0,False
1128,239,223,852,101,succeeded,,2024-12-23 14:41:31+00:00,EUR,,0,False
1129,239,223,1104,101,pending,,,EUR,,0,False
1130,239,223,1123,153,failed,,,EUR,incorrect_cvc,0,True
1131,239,223,735,60,succeeded,,2025-03-26 08:41:31+00:00,EUR,,0,False
1132,239,223,1223,70,succeeded,,2025-04-23 08:41:31+00:00,EUR,,0,False
1133,239,223,1253,165,failed,,,EUR,expired_card,0,True
1134,371,396,352,19,failed,,,USD,fraudulent,0,True
1135,371,396,1050,52,succeeded,,2025-03-29 15:23:49+00:00,EUR,,0,False
1136,1341,71,1214,65,refunded,,,EUR,,0,False
1137,1341,71,918,124,succeeded,2025-02-15 07:22:40+00:00,2025-02-16 01:22:40+00:00,EUR,,0,False
1138,1341,71,838,86,pending,,,USD,,0,False
1139,1341,71,1163,76,succeeded,2025-04-13 07:22:40+00:00,2025-04-13 13:22:40+00:00,EUR,,0,False
1140,1341,71,437,65,failed,2025-05-14 07:22:40+00:00,2025-05-14 09:22:40+00:00,EUR,lost_card,0,True
1141,447,45,1237,122,succeeded,,2023-12-31 19:41:42+00:00,GBP,,0,False
1142,447,45,1242,108,succeeded,,2024-02-01 09:41:42+00:00,EUR,,0,False
1143,447,45,1387,147,refunded,2024-03-01 11:41:42+00:00,,EUR,,0,False
1144,447,45,457,41,succeeded,2024-03-31 12:41:42+00:00,,EUR,,0,False
1145,447,45,231,19,refunded,,,EUR,,0,False
1146,447,45,861,89,failed,,,USD,insufficient_funds,0,True
1147,1819,333,325,29,succeeded,,2025-04-03 00:22:19+00:00,EUR,,0,False
1148,1819,333,695,58,succeeded,,2025-05-06 22:22:19+00:00,EUR,,0,False
1149,1287,221,473,62,succeeded,,2023-12-05 07:44:23+00:00,USD,,0,False
1150,1287,221,788,112,pending,,,EUR,,0,False
1151,1287,221,314,16,succeeded,,2024-02-02 01:44:23+00:00,EUR,,0,False
1152,1287,221,881,49,failed,,,EUR,expired_card,0,True
1153,1287,221,438,49,succeeded,,2024-03-31 13:44:23+00:00,EUR,,0,False
1154,658,108,1300,162,succeeded,,2024-02-27 07:25:46+00:00,EUR,,0,False
1155,658,108,200,22,failed,2024-03-23 19:25:46+00:00,,EUR,expired_card,0,True
1156,658,108,449,54,succeeded,,2024-04-28 09:25:46+00:00,EUR,,0,False
1157,658,108,583,63,succeeded,,2024-05-31 18:25:46+00:00,EUR,,0,False
1158,658,108,1229,80,succeeded,,2024-06-27 18:25:46+00:00,EUR,,0,False
1159,658,108,603,60,refunded,2024-07-26 19:25:46+00:00,,EUR,,0,False
1160,658,108,1389,189,succeeded,2024-08-25 19:25:46+00:00,2024-08-26 02:25:46+00:00,EUR,,0,False
1161,658,108,528,36,succeeded,,2024-09-23 05:25:46+00:00,EUR,,0,False
1162,658,108,664,93,failed,,,EUR,insufficient_funds,0,True
1163,658,108,1140,88,succeeded,,2024-11-24 22:25:46+00:00,EUR,,0,False
1164,658,108,1392,120,failed,,,EUR,stolen_card,0,True
1165,658,108,748,62,succeeded,2025-01-23 19:25:46+00:00,2025-01-25 17:25:46+00:00,EUR,,0,False
1166,658,108,591,30,pending,,,USD,,0,False
1167,850,336,783,75,failed,,,EUR,card_declined,0,True
1168,850,336,943,51,succeeded,2025-04-06 03:30:57+00:00,2025-04-08 06:30:57+00:00,EUR,,0,False
1169,850,336,466,54,succeeded,,2025-05-03 15:30:57+00:00,EUR,,0,False
1170,1848,156,564,65,pending,,,EUR,,0,False
1171,897,154,1364,123,pending,,,EUR,,0,False
1172,897,154,519,27,succeeded,,2024-12-02 09:25:09+00:00,EUR,,0,False
1173,897,154,625,61,failed,2025-01-04 02:25:09+00:00,,EUR,expired_card,0,True
1174,897,154,1042,107,succeeded,,2025-01-29 08:25:09+00:00,USD,,0,False
1175,897,154,581,38,pending,,,EUR,,0,False
1176,897,154,1482,173,succeeded,,2025-03-31 01:25:09+00:00,EUR,,0,False
1177,897,154,1142,116,pending,,,EUR,,0,False
1178,1657,45,808,116,succeeded,,2022-08-05 11:10:46+00:00,EUR,,0,False
1179,1761,396,326,30,succeeded,,2024-05-18 19:56:24+00:00,EUR,,0,False
1180,1761,396,1048,82,succeeded,,2024-06-15 20:56:24+00:00,EUR,,0,False
1181,1761,396,958,123,refunded,,,EUR,,0,False
1182,1143,347,437,33,succeeded,,2023-08-25 20:43:52+00:00,EUR,,0,False
1183,1143,347,1171,64,succeeded,2023-09-18 13:43:52+00:00,2023-09-20 10:43:52+00:00,EUR,,0,False
1184,1143,347,1089,73,failed,,,EUR,incorrect_cvc,0,True
1185,1143,347,1063,1178,succeeded,2023-11-19 12:43:52+00:00,2023-11-22 06:43:52+00:00,EUR,,0,False
1186,1143,347,352,439,failed,,,EUR,processing_error,0,True
1187,1143,347,1323,134,succeeded,,2024-01-17 19:43:52+00:00,EUR,,0,False
1188,1143,347,403,47,succeeded,,2024-02-16 21:43:52+00:00,EUR,,0,False
1189,1143,347,320,16,disputed,,,EUR,,0,False
1190,1143,347,578,58,failed,,,EUR,incorrect_cvc,0,True
1191,1143,347,928,70,failed,,,EUR,insufficient_funds,0,True
1192,1143,347,1087,122,succeeded,,2024-06-18 22:43:52+00:00,EUR,,0,False
1193,1143,347,477,57,succeeded,,2024-07-21 01:43:52+00:00,EUR,,0,False
1194,1143,347,1239,70,failed,,,USD,processing_error,0,True
1195,1143,347,934,54,succeeded,,2024-09-18 19:43:52+00:00,EUR,,0,False
1196,1143,347,1085,96,failed,,,EUR,card_declined,0,True
1197,1743,239,487,42,succeeded,,2023-09-02 08:15:45+00:00,EUR,,0,False
1198,1743,239,240,351,succeeded,,2023-09-25 08:15:45+00:00,EUR,,0,False
1199,1743,239,1282,117,succeeded,2023-10-31 03:15:45+00:00,2023-11-01 07:15:45+00:00,EUR,,0,False
1200,1743,239,1210,112,pending,2023-11-27 02:15:45+00:00,,EUR,,0,False
1201,1743,239,1446,80,succeeded,,2024-01-01 10:15:45+00:00,EUR,,0,False
1202,1743,239,919,136,refunded,,,EUR,,0,False
1203,1743,239,632,58,succeeded,2024-02-28 02:15:45+00:00,,EUR,,0,False
1204,1743,239,440,55,succeeded,2024-03-26 02:15:45+00:00,2024-03-27 20:15:45+00:00,EUR,,0,False
1205,1743,239,391,37,disputed,,,EUR,,0,False
1206,1743,239,283,22,canceled,,,USD,,0,False
1207,1743,239,470,65,succeeded,,2024-06-24 11:15:45+00:00,EUR,,0,False
1208,1325,63,796,83,succeeded,,2024-07-02 02:28:36+00:00,EUR,,0,False
1209,1325,63,708,53,succeeded,,2024-07-31 19:28:36+00:00,EUR,,0,False
1210,1889,361,291,36,failed,2024-10-16 15:03:54+00:00,,EUR,,0,True
1211,1889,361,211,21,succeeded,2024-11-20 15:03:54+00:00,2024-11-22 02:03:54+00:00,EUR,,0,False
1212,1889,361,1265,130,succeeded,,2024-12-19 08:03:54+00:00,EUR,,0,False
1213,1889,361,298,23,failed,,,EUR,fraudulent,0,True
1214,1889,361,545,80,succeeded,,2025-02-21 02:03:54+00:00,EUR,,0,False
1215,1889,361,981,50,succeeded,,2025-03-18 12:03:54+00:00,USD,,0,False
1216,1597,33,1403,114,pending,,,GBP,,0,False
1217,1597,33,1121,165,failed,,,EUR,lost_card,0,True
1218,1597,33,1102,100,succeeded,,2024-09-02 20:25:23+00:00,EUR,,0,False
1219,1597,33,275,30,succeeded,,2024-09-30 23:25:23+00:00,EUR,,0,False
1220,1597,33,1282,155,succeeded,,2024-11-03 05:25:23+00:00,EUR,,0,False
1221,263,94,804,72,disputed,,,EUR,,0,False
1222,263,94,209,27,failed,,,EUR,fraudulent,0,True
1223,263,94,527,63,succeeded,,2025-01-14 23:15:12+00:00,EUR,,0,False
1224,263,94,285,32,pending,,,EUR,,0,False
1225,263,94,972,143,pending,,,EUR,,0,False
1226,263,94,1028,132,succeeded,,2025-04-09 23:15:12+00:00,EUR,,0,False
1227,263,94,234,22,succeeded,,2025-05-10 13:15:12+00:00,EUR,,0,False
1228,439,310,1255,151,succeeded,2024-06-27 10:44:23+00:00,2024-06-28 16:44:23+00:00,EUR,,0,False
1229,1042,57,715,60,failed,,,EUR,do_not_honor,0,True
1230,1639,309,248,23,succeeded,,2022-12-01 13:21:38+00:00,EUR,,0,False
1231,1639,309,313,29,pending,,,EUR,incorrect_cvc,0,False
1232,1639,309,1494,208,failed,,,EUR,do_not_honor,0,True
1233,1639,309,718,69,succeeded,2023-03-01 07:21:38+00:00,2023-03-03 06:21:38+00:00,EUR,,0,False
1234,1639,309,331,37,succeeded,,2023-04-01 05:21:38+00:00,EUR,,0,False
1235,1639,309,1120,132,succeeded,2023-05-02 07:21:38+00:00,2023-05-04 21:21:38+00:00,EUR,,0,False
1236,1639,309,376,41,failed,,,EUR,stolen_card,0,True
1237,1639,309,875,124,succeeded,,2023-07-05 15:21:38+00:00,EUR,,0,False
1238,1639,309,474,34,succeeded,,2023-07-31 21:21:38+00:00,EUR,,0,False
1239,1639,309,1288,147,pending,,,EUR,,0,False
1240,284,223,941,83,succeeded,,2022-07-04 18:29:05+00:00,EUR,,0,False
1241,284,223,1372,102,canceled,,,EUR,,0,False
1242,284,223,1384,105,succeeded,,2022-09-02 18:29:05+00:00,EUR,,0,False
1243,284,223,222,12,failed,,,EUR,stolen_card,0,True
1244,284,223,1306,108,succeeded,,2022-11-04 04:29:05+00:00,USD,,0,False
1245,284,223,745,53,failed,,,EUR,do_not_honor,0,True
1246,284,223,561,73,succeeded,,2022-12-28 19:29:05+00:00,EUR,fraudulent,0,False
1247,284,223,1342,152,failed,,,EUR,processing_error,0,True
1248,568,385,1153,69,succeeded,,2025-05-26 20:47:01+00:00,EUR,,0,False
1249,277,37,521,29,succeeded,,2021-09-03 18:28:39+00:00,EUR,,0,False
1250,277,37,641,90,succeeded,,2021-09-28 09:28:39+00:00,EUR,,0,False
1251,277,37,1013,113,pending,,,EUR,,0,False
1252,277,37,839,80,succeeded,2021-11-28 15:28:39+00:00,2021-11-29 17:28:39+00:00,EUR,,0,False
1253,1155,256,1107,65,succeeded,,2023-10-18 02:14:41+00:00,EUR,,0,False
1254,1155,256,1423,142,canceled,,,EUR,,0,False
1255,1155,256,898,69,succeeded,,2023-12-20 18:14:41+00:00,EUR,,0,False
1256,1155,256,580,78,failed,,,EUR,incorrect_cvc,0,True
1257,1155,256,203,19,failed,,,EUR,stolen_card,0,True
1258,1155,256,1001,140,refunded,2024-03-14 02:14:41+00:00,,EUR,,0,False
1259,1155,256,701,52,succeeded,,2024-04-15 03:14:41+00:00,EUR,,0,False
1260,1155,256,1420,80,succeeded,2024-05-16 03:14:41+00:00,2024-05-18 02:14:41+00:00,EUR,,0,False
1261,1155,256,1183,59,pending,2024-06-12 03:14:41+00:00,,EUR,,0,False
1262,1155,256,643,53,refunded,,,EUR,,0,False
1263,1155,256,1087,79,succeeded,,2024-08-13 19:14:41+00:00,EUR,,0,False
1264,1155,256,597,74,succeeded,,2024-09-17 14:14:41+00:00,EUR,,0,False
1265,1155,256,1388,110,succeeded,,2024-10-12 22:14:41+00:00,EUR,,0,False
1266,1155,256,1491,125,pending,,,EUR,,0,False
1267,1155,256,443,26,succeeded,,2024-12-13 08:14:41+00:00,EUR,,0,False
1268,365,61,205,26,succeeded,2025-01-29 09:27:54+00:00,2025-01-31 10:27:54+00:00,EUR,,0,False
1269,365,61,324,39,canceled,,,EUR,,0,False
1270,1834,348,869,102,succeeded,2025-05-10 08:57:57+00:00,2025-05-12 15:57:57+00:00,EUR,,0,False
1271,1410,301,1052,52,failed,,,EUR,card_declined,0,True
1272,1410,301,880,98,succeeded,,2024-12-12 12:13:42+00:00,EUR,,0,False
1273,1410,301,1472,191,succeeded,,2025-01-13 04:13:42+00:00,EUR,,0,False
1274,1410,301,954,141,succeeded,,2025-02-09 22:13:42+00:00,EUR,,0,False
1275,1410,301,1264,64,succeeded,,2025-03-11 15:13:42+00:00,EUR,,0,False
1276,1410,301,630,69,succeeded,2025-04-12 18:13:42+00:00,2025-04-13 21:13:42+00:00,USD,,0,False
1277,1410,301,268,38,failed,,,EUR,,0,True
1278,840,342,831,97,succeeded,2025-02-25 06:54:04+00:00,2025-02-28 05:54:04+00:00,EUR,,0,False
1279,840,342,1420,141,succeeded,,2025-03-29 19:54:04+00:00,EUR,,0,False
1280,840,342,533,64,pending,,,EUR,,0,False
1281,840,342,1358,95,succeeded,2025-05-23 06:54:04+00:00,2025-05-23 20:54:04+00:00,EUR,,0,False
1282,1290,223,254,28,succeeded,,2024-08-19 12:37:50+00:00,EUR,,0,False
1283,1290,223,287,21,failed,,,EUR,,0,True
1284,1290,223,1287,139,failed,,,EUR,incorrect_cvc,0,True
1285,1290,223,1314,71,refunded,,,EUR,,0,False
1286,1290,223,826,84,failed,2024-12-15 12:37:50+00:00,,EUR,do_not_honor,0,True
1287,1290,223,245,29,succeeded,,2025-01-13 05:37:50+00:00,EUR,,0,False
1288,1290,223,991,56,pending,,2025-02-11 14:37:50+00:00,EUR,,0,False
1289,1290,223,476,56,disputed,,,USD,,0,False
1290,1290,223,709,85,succeeded,,2025-04-15 07:37:50+00:00,EUR,,0,False
1291,1290,223,1355,141,succeeded,,2025-05-16 21:37:50+00:00,EUR,,0,False
1292,1094,207,830,84,succeeded,,2024-05-19 03:05:10+00:00,EUR,,0,False
1293,1094,207,356,22,succeeded,,2024-06-23 23:05:10+00:00,EUR,,0,False
1294,1094,207,331,22,succeeded,,2024-07-16 21:05:10+00:00,EUR,,0,False
1295,1094,207,703,48,failed,,,EUR,expired_card,0,True
1296,1094,207,1005,139,succeeded,,,EUR,,0,False
1297,1094,207,1370,1606,failed,,,EUR,processing_error,0,True
1298,1094,207,512,42,succeeded,,2024-11-18 17:05:10+00:00,EUR,,0,False
1299,1094,207,963,104,disputed,,,GBP,,0,False
1300,1094,207,888,52,succeeded,,2025-01-14 16:05:10+00:00,EUR,,0,False
1301,1094,207,1191,83,succeeded,,2025-02-13 13:05:10+00:00,EUR,,0,False
1302,1094,207,531,27,succeeded,,2025-03-18 04:05:10+00:00,EUR,,0,False
1303,1094,207,498,26,pending,2025-04-13 17:05:10+00:00,,EUR,,0,False
1304,1094,207,977,62,succeeded,,2025-05-15 02:05:10+00:00,USD,,0,False
1305,1502,75,776,71,succeeded,,2025-03-04 19:01:20+00:00,EUR,,0,False
1306,1502,75,1463,93,succeeded,2025-04-08 18:01:20+00:00,2025-04-11 09:01:20+00:00,EUR,,0,False
1307,1502,75,1018,114,failed,,,EUR,lost_card,0,True
1308,1719,259,359,20,pending,,,EUR,,0,False
1309,1719,259,1025,70,succeeded,,,EUR,,0,False
1310,1719,259,297,34,failed,,,EUR,card_declined,0,True
1311,1719,259,1190,156,refunded,,,EUR,,0,False
